Tinh,Sbd,HoTen,DToan,DVan,DNgoaiNgu,DLy,DHoa,DSinh,DSu,DDia,DGdcd
Tiền Giang,00036292,Trương Hiếu Thuận,10.0,2.0,8.4,,,,,,
Long An,00036293,Ninh Gia Hưng,6.6,5.2,8.4,,,,,,
Thái Bình,00036294,Văn Nhật Lam,5.2,5.6,4.8,,,,,,
Bà Rịa – Vũng Tàu,00036295,Đào Như Uyên,9.0,2.0,8.0,,,,,,
Đồng Nai,00036296,Châu Lan Thanh,2.8,9.8,5.6,,1.4,,,,
Quảng Nam,00036297,Thạch Phương Thảo,4.4,9.0,2.0,,,,,,
Cao Bằng,00036298,Sơn Thanh Quý,3.8,8.2,5.8,,,,,,
Lâm Đồng,00036299,Ngô Minh Trí,2.4,10.0,8.6,,,,,,
Thanh Hóa,00036300,Lai Nhật Anh,4.2,6.6,7.0,,,,,,
Sóc Trăng,00036301,Vòng Bình An,7.4,6.4,3.6,,,,,,
Thừa Thiên Huế,00036302,Vi Thanh Nguyên,6.4,6.6,4.2,,,,,,
Quảng Trị,00036303,Hoàng Quỳnh Châu,6.2,3.2,3.6,,,,,,
Bình Định,00036304,Nhan Bảo An,6.8,7.8,4.2,,,,,,
Tây Ninh,00036305,Chung Văn Hòa,8.8,3.0,6.4,,,,,,
Quảng Ngãi,00036306,Từ Thanh Chúc,3.8,8.0,2.0,,,,,,
Gia Lai,00036307,Chung Mỹ Tuyền,3.0,4.2,5.4,,,,,,
Thừa Thiên Huế,00036308,Ngụy Phương Ngân,2.8,2.0,8.8,,,1.4,,,
Khánh Hòa,00036309,Dư Băng Băng,4.4,7.2,4.4,,,,,,
Vĩnh Long,00036310,Tiêu Minh Hiếu,7.8,4.0,3.4,,,,,,
Khánh Hòa,00036311,Tôn Thất Gia Lâm,7.8,6.2,3.0,,,,,,
Bạc Liêu,00036312,Trang Ngọc Tiến,9.8,4.8,4.0,,,,,,
Hà Nam,00036313,Kiều Đình Phúc,5.8,9.4,6.2,,,,,,
Lào Cai,00036314,Lư Kim Phụng,7.2,6.0,3.8,,,,,,
Hải Dương,00036315,Chu Vũ Duy,7.6,10.0,4.8,,,,,,
Ninh Thuận,00036316,Ông Mai Thy,7.8,4.6,3.4,,,,,,
Bến Tre,00036317,Ngụy Thùy Chi,3.2,9.0,6.2,,,,,,
Hưng Yên,00036318,Phùng Quỳnh Ngân,6.2,4.4,2.8,,,,,,
Cao Bằng,00036319,Chu Thanh Nhi,3.6,3.4,5.2,,,,,,
Bình Thuận,00036320,Tô Bảo Tiên,7.6,2.6,2.8,,,,,,
Đồng Nai,00036321,Đặng Kim Oanh,4.4,7.2,6.8,5.4,,,,,
Hải Dương,00036322,Triệu Minh Hy,3.6,5.4,3.8,,,,,,
Bến Tre,00036323,La Thanh Tú,9.4,5.2,4.6,,,,,,
Hải Phòng,00036324,Cù Mỹ Hương,4.8,7.4,3.8,,,,,,
Hậu Giang,00036325,Nghiêm Phước Tài,7.0,8.0,3.0,,,,,,
Long An,00036326,Nhâm Bảo Ngọc,7.8,6.2,6.8,,,,,,
Lào Cai,00036327,Mã Tuyết Nga,8.6,9.4,4.0,,,,,,
Hà Tĩnh,00036328,Vi Như Tâm,3.8,6.0,5.4,,,,,,
Nam Định,00036329,Vi Bình Minh,6.8,5.8,2.0,,,,,,
Thừa Thiên Huế,00036330,Giang Trúc Mai,9.4,2.2,8.4,,,,,,
Yên Bái,00036331,Trương Ánh Xuân,7.8,6.0,6.8,,,,,,
Đồng Nai,00036332,Tạ Tấn Phúc,6.0,2.8,7.8,,1.8,,,,
Bình Phước,00036333,Cao Thanh Sang,9.0,6.0,2.6,,,,,,
Long An,00036334,Bạch Thảo Mi,7.6,7.4,9.4,,,,,,
Phú Yên,00036335,Hồ Quốc Khang,5.8,7.6,5.6,,,,,,
Bình Phước,00036336,Đàm Tùng Chi,5.8,3.8,10.0,,,,,,
Bắc Ninh,00036337,Chu Kim Bảo,2.2,7.6,6.6,,,,,,
Lào Cai,00036338,Châu Hoàng Nguyên,10.0,9.2,6.4,,,,,,
Lào Cai,00036339,Vũ Anh Nguyên,2.2,5.4,6.6,,,,,,
Thừa Thiên Huế,00036340,Văn Uyển Nghi,7.6,4.0,4.6,,,,,,
Kon Tum,00036341,Danh Hoàng Tuấn,2.2,9.2,8.0,,,,,,
Quảng Ninh,00036342,Giang Anh Đức,8.4,8.6,5.2,,,,,,
An Giang,00036343,Thái Minh Phát,9.8,3.4,4.2,5.6,,,,,
Thái Bình,00036344,Ngụy Yến Ngọc,4.0,3.2,2.0,,,,,,
Ninh Bình,00036345,Trịnh Gia Kỳ,5.0,3.4,7.6,,,,,,
Vĩnh Long,00036346,Vương Hải Lâm,6.4,6.8,3.6,,,,,,
Sóc Trăng,00036347,Ngụy Cẩm Linh,2.8,4.0,9.4,,,,,,
Hải Dương,00036348,Đỗ Văn Kiệt,4.6,4.6,6.8,,,3.4,,2.2,
Đà Nẵng,00036349,Kiều Thư Kỳ,2.4,5.6,2.6,,,,7.6,,
Tây Ninh,00036350,Từ Thiên Trường,9.0,8.4,3.6,,,,,,
Bắc Kạn,00036351,Lương An Nhi,2.4,4.6,8.2,,,,,,
Bình Định,00036352,Đường Minh Tuyền,6.8,4.2,2.0,,,,,,
Bắc Kạn,00036353,Liêu Thịnh Phát,8.2,7.4,7.8,,,,,,
Hải Dương,00036354,Đinh Chí Hào,5.6,8.2,5.2,,,,,,
Bắc Kạn,00036355,Đường Diệu Thảo,2.8,5.8,7.2,,,,,,
Lâm Đồng,00036356,Kim Bội Linh,7.8,8.0,8.2,,,,,,
Nam Định,00036357,Lư Mỹ Phương,8.6,7.6,6.4,,,,,,
Đắk Nông,00036358,Khưu Quang Trường,5.6,4.2,8.8,,,,,,3.8
Bắc Kạn,00036359,Sơn Thiên Phát,8.2,7.0,6.8,,,,,,
Hưng Yên,00036360,Quan Thảo Vân,3.2,6.4,2.4,,,,,,
Kon Tum,00036361,Phù Linh Đan,2.0,5.4,2.4,,,,,,
Quảng Ngãi,00036362,Lã Phụng Nhi,8.6,8.4,10.0,,,,,,
Bến Tre,00036363,Bành Minh Sơn,4.6,7.6,8.4,,,,,,
Vĩnh Phúc,00036364,Nhâm Mỹ Ngọc,3.4,4.0,5.6,,,,,,
Lâm Đồng,00036365,Dư Hồng Thy,8.4,6.6,5.6,,,,,,
Cần Thơ,00036366,Tiêu Hoàng Lam,3.0,4.2,5.2,,,,,,
Hà Nội,00036367,Ngụy Minh Khải,8.8,2.8,3.4,,,,,,
Đắk Nông,00036368,Trang Phú Cường,3.2,3.8,2.4,,,,,,
Nam Định,00036369,Giang Phúc Toàn,2.4,8.6,9.0,,,,,,
Kiên Giang,00036370,Lương Thanh Tiền,9.2,6.6,4.4,,,,,,
Thanh Hóa,00036371,Tôn Thất Ngọc Thu,5.4,7.6,9.4,,2.2,,,,
Đồng Tháp,00036372,Chu Thanh Lộc,6.8,7.8,7.0,,,,,,
Cần Thơ,00036373,Đường Gia Kiệt,7.4,8.4,7.2,,,,,,
Bắc Giang,00036374,Sơn Minh Thức,8.0,5.4,8.2,,,,,,
Vĩnh Phúc,00036375,Tất Trung Tính,6.8,4.2,4.0,,,,,,
Vĩnh Phúc,00036376,Quan Kiều Oanh,2.8,5.6,2.2,,,,,,
Quảng Nam,00036377,Lữ Bảo Thiên,2.6,6.2,6.8,,,,,,
Sơn La,00036378,Lại Mạnh Tuấn,4.4,5.4,6.6,,,,,,
Lào Cai,00036379,Đường Khả Tú,9.6,7.6,3.0,,,,,,
Quảng Ninh,00036380,Mạc Hoàng Khang,3.0,7.4,9.0,,,,,,
Yên Bái,00036381,Lê Vũ Duy,9.8,7.6,9.6,,,,,,
Sơn La,00036382,Phương Nhật Duy,6.2,7.0,6.0,,,,,,
Hải Phòng,00036383,Chung Bảo Khang,2.0,4.4,6.2,,,,,,
Long An,00036384,Châu Tuấn Phong,4.2,4.8,5.8,7.2,,,,,
Thái Bình,00036385,Đặng Minh Hưng,3.2,2.8,8.4,,,,,,
Đắk Nông,00036386,Đàm Trí Dũng,5.2,6.2,8.4,,,,,,
Đồng Tháp,00036387,Thi Minh Thương,6.8,9.0,2.6,,,,,,
Thái Nguyên,00036388,Sơn Ngọc Mỹ,4.2,9.6,5.0,,,,,,
Bà Rịa – Vũng Tàu,00036389,Hồng Diệu Hiền,3.4,3.2,10.0,,,,,,9.8
Quảng Trị,00036390,Tất Thiên Ân,6.4,9.4,8.6,,,,,,
Thái Bình,00036391,Lương Châu Anh,6.8,7.8,5.2,,,,,,
Đồng Tháp,00036392,Viên Mỹ Linh,2.2,7.0,7.4,,9.8,,,,
Sơn La,00036393,Trương Thiên Ngọc,10.0,2.6,3.4,,,,,,
Bình Thuận,00036394,Lại Trung Nhân,5.6,6.8,2.4,,,,,,
Yên Bái,00036395,Âu Thảo Mi,2.8,4.4,3.6,,,,,,
Vĩnh Phúc,00036396,Nghiêm Duy Thái,4.6,4.0,7.0,,,,,,
Trà Vinh,00036397,Hàng Sơn Lâm,2.2,8.6,8.2,,,,,,
Trà Vinh,00036398,Lại Đức Nhân,7.0,4.4,3.6,,,,,,
Quảng Ninh,00036399,Hồng Hồng Hoa,2.2,9.6,2.0,,7.4,,,,
Ninh Thuận,00036400,Trịnh Thị Hiền,5.6,7.8,8.8,,,,4.2,,
Yên Bái,00036401,Võ Tường Nghi,2.4,10.0,8.0,5.4,,,,,
Hòa Bình,00036402,Chu Ý Nhi,2.4,6.6,9.8,,,,,7.0,
Lạng Sơn,00036403,Đỗ Tuyết Nghi,9.6,2.0,6.2,,5.6,,,,
Khánh Hòa,00036404,Trần Bảo An,3.0,6.0,9.4,,,,,,
Gia Lai,00036405,Lê Đình Long,9.2,5.2,9.0,,,,,,
Bạc Liêu,00036406,Vi Hoài Bảo,8.8,3.6,2.8,,,,,,
Thừa Thiên Huế,00036407,Dư Đình Khang,3.6,6.8,7.8,,,,,,
Đồng Tháp,00036408,Biện Kim Thơ,3.8,2.2,2.6,,4.8,,,,
Thanh Hóa,00036409,Chung Vân Anh,3.4,9.4,4.8,,,,,,
Ninh Bình,00036410,Nghiêm Anh Phúc,3.8,6.2,2.0,,,,,,
Hà Giang,00036411,Trương Ngọc Thảo,7.6,5.4,3.4,,,,,6.2,
Vĩnh Long,00036412,Trương Phương Dung,6.2,4.6,7.4,,,,,,
Khánh Hòa,00036413,Lê Minh Khang,6.4,2.4,3.2,,,,,,
Tiền Giang,00036414,Đặng Mỹ Thanh,6.2,3.6,3.6,,,,,,
Sóc Trăng,00036415,Hà Anh Như,8.6,5.8,4.6,,,,,,
Đồng Tháp,00036416,Dương Kim Thùy,4.4,2.4,2.0,,,,,,
Quảng Trị,00036417,Châu Hoàng Hiếu,3.0,4.2,8.2,,,,,,
Quảng Bình,00036418,Bùi Tuấn Minh,9.8,8.8,3.4,,6.4,,,,
Phú Yên,00036419,Kim Kim Chi,3.8,6.0,9.8,,,,,,
Bình Dương,00036420,Lê Ánh Minh,7.6,2.8,6.0,,,,,,
Bến Tre,00036421,Hồng Công Huy,6.6,2.8,6.8,,,,,,
Đà Nẵng,00036422,Ôn Hoàng Thiện,8.8,8.6,3.4,,,1.0,,,
Hậu Giang,00036423,Tôn Vũ Duy,6.4,6.8,8.6,,,,,,
Bình Phước,00036424,Châu Phúc Khang,6.6,3.2,6.2,,,,,,
Tiền Giang,00036425,Mã Huy Anh,3.2,8.2,6.2,6.6,,,,,
Hải Phòng,00036426,Vòng Hữu Minh,4.4,9.8,7.4,,,,,,
Hưng Yên,00036427,Phương Gia Thiện,2.0,4.4,9.4,,,,,,
Bình Dương,00036428,Trình Ngọc Thái,6.2,6.0,2.6,,,,,,
Hải Dương,00036429,Mai Đăng Khoa,8.4,8.2,7.0,,,,,,
Quảng Bình,00036430,Lê Ngọc Phượng,3.8,5.2,7.2,,,,,,
Cần Thơ,00036431,Lương Phú Thịnh,6.2,3.8,6.4,,,,,,
Hà Nam,00036432,Chu Thành Nam,2.2,5.0,8.8,,,,,,
Thanh Hóa,00036433,Mạc Khánh Đan,8.2,9.6,2.0,,,,,,
Bình Phước,00036434,Lưu Phúc An,3.6,4.0,6.4,,,,,,
Cần Thơ,00036435,Đậu Thiên Hương,6.0,5.6,9.4,,,,,,
Bà Rịa – Vũng Tàu,00036436,Kiều Chí Thành,4.8,5.8,5.8,,,,,,
Tiền Giang,00036437,Lữ Khang Thịnh,9.2,7.0,6.4,,,,,,
Bến Tre,00036438,Lương Quang Dũng,7.4,7.4,8.4,,,,,,
Hải Phòng,00036439,Tiêu Diễm Hằng,3.2,7.2,2.2,,,,,,
Đắk Lắk,00036440,Nguyễn Duy Phát,9.8,8.8,4.2,,,,,,
Cà Mau,00036441,Ngô Thế Bảo,2.0,9.2,4.8,,,,,,
Đà Nẵng,00036442,Tăng Tấn Đức,9.0,6.2,4.2,,,,,,
Tây Ninh,00036443,Quan Anh Tài,3.6,7.8,5.6,,,,,,
Quảng Trị,00036444,Doãn Minh Triết,4.8,8.6,8.4,,,,,,
Hậu Giang,00036445,Tăng Đại Phúc,2.0,2.4,7.0,,,,,,
Gia Lai,00036446,Quách Kiều Nhi,10.0,8.8,7.8,,,,,,
Bắc Giang,00036447,Lưu Minh Phong,3.2,4.0,3.0,,,,,,
Đắk Lắk,00036448,Ngụy Mai Thy,7.4,7.2,8.2,,,,,,
Điện Biên,00036449,Viên Quỳnh Nhi,6.6,3.2,5.4,,,,,,
Ninh Bình,00036450,Trình Tuệ Mẫn,9.2,8.2,2.0,,,,,,
Hà Tĩnh,00036451,Phương Hữu Lộc,7.8,2.8,6.0,,,6.2,,,
Khánh Hòa,00036452,Biện Quỳnh Giang,3.0,9.8,5.8,,,,,,
Quảng Nam,00036453,Mạc Bội San,9.0,9.8,10.0,,,,,,
Kiên Giang,00036454,Hồng Trọng Phú,8.4,5.4,5.0,,,,,,
Cao Bằng,00036455,Lý Quốc Việt,2.0,6.8,9.6,,,3.0,,,
Lâm Đồng,00036456,Viên Nhã Thy,7.2,4.0,9.8,,,,,,
Đắk Lắk,00036457,Đồng Hồng Diễm,9.2,3.6,8.0,,,,,,
Bà Rịa – Vũng Tàu,00036458,Cao Xuân Thùy,6.6,3.4,6.6,,,,,,
Bạc Liêu,00036459,Trương Như Uyên,7.8,5.8,2.8,,,,,,
Bến Tre,00036460,Tô Hoàng Ngân,6.4,2.2,5.0,,,,,,
Vĩnh Long,00036461,Thân Hoàn Mỹ,5.8,3.4,2.4,,,,,,
Hà Nội,00036462,Mã Gia Hòa,6.8,4.8,9.8,,,,,,
Tây Ninh,00036463,Lã Chí Minh,2.8,6.2,3.8,,,,,,
Tiền Giang,00036464,La Xuân Nghi,5.0,6.4,8.8,,,,,,
Bắc Giang,00036465,Lê Thành Hưng,9.8,4.8,8.6,,,,,,
Hậu Giang,00036466,Mã Gia Anh,9.6,10.0,8.2,,,,,,
Thừa Thiên Huế,00036467,Vi Xuân Thành,4.4,7.4,7.8,,,,,,
Hà Nam,00036468,Bùi Quang Vinh,2.8,7.4,2.6,,,,,,
Khánh Hòa,00036469,Lương Ngọc Nga,8.4,4.6,7.4,,,,,,
Hải Dương,00036470,Ngụy Thanh Vi,8.8,6.4,5.8,,,,,,4.6
Hải Dương,00036471,Nguyễn Thanh Trọng,2.2,2.6,8.8,,,,,,
Cần Thơ,00036472,Hà Hoàng Gia,8.2,4.4,2.2,,,,,,
Vĩnh Phúc,00036473,Tăng Thanh Uyên,4.8,7.8,7.6,,,,,,
Lai Châu,00036474,Hà Ngọc Diệu,5.6,4.2,2.8,,,,,,
Gia Lai,00036475,Tạ Phương Nghi,2.2,9.0,6.4,,,,,,
Quảng Ninh,00036476,Ôn Duy Thịnh,5.8,4.2,8.2,,,,,,
Khánh Hòa,00036477,Viên Kim Huệ,8.0,7.4,2.2,,,,,,
Thanh Hóa,00036478,Tôn Hoàng Lam,7.8,8.2,9.0,,,,,,
Phú Thọ,00036479,Văn Gia Khánh,2.8,2.6,2.4,,,,,,
Hải Phòng,00036480,Dương Tấn Lợi,9.0,5.8,7.4,,,,,,
Bình Phước,00036481,Bùi Việt Hà,4.8,3.2,2.0,,,,1.2,,
Ninh Bình,00036482,Dư Tuấn Tài,9.8,8.6,4.6,,,,,,
Long An,00036483,Đường Quế Anh,5.0,4.0,6.0,,,,,,
Bình Thuận,00036484,Tào Nhật Thy,9.0,8.2,4.8,,,,,,
Trà Vinh,00036485,Ông Trường Khang,7.4,4.8,2.6,,,,,,
Bình Thuận,00036486,Nghiêm Hồng Thái,8.0,7.0,8.8,,,,,,
Thừa Thiên Huế,00036487,Phương Khánh Vy,2.2,8.2,5.0,,,,,,
Thái Bình,00036488,Trần Trường Phát,3.6,2.4,6.8,,,,,,
Long An,00036489,Thái Thành Duy,6.0,5.6,8.8,,,,,,
Thừa Thiên Huế,00036490,Tôn Nữ Anh Khôi,10.0,7.2,2.4,,4.6,,,,
Tiền Giang,00036491,Lý Ngọc Thái,6.2,5.6,2.4,,,,,,
Bến Tre,00036492,Dư Khánh Tiên,5.8,6.6,5.2,,,,1.6,,
Cần Thơ,00036493,Doãn Quốc Đại,7.0,9.2,7.6,,,,,1.4,
Hải Dương,00036494,Lư Tấn Hưng,8.8,8.8,10.0,,,,,,
Hà Nội,00036495,Thái Thế Duy,2.4,6.0,2.4,,,,,,
Hà Nam,00036496,Đoàn Minh Thy,5.0,9.8,6.8,,,,,,
Quảng Trị,00036497,Tôn Hữu Lộc,3.0,5.4,7.6,,,,,,
Phú Yên,00036498,Chu Minh Toàn,4.0,6.0,9.4,,,,,,
Quảng Trị,00036499,Ôn Diệu Huyền,5.8,6.6,7.2,,,4.6,,,
Lạng Sơn,00036500,Châu Bảo Lâm,2.8,8.8,5.8,,,,,4.8,
Hưng Yên,00036501,Mai Tiến Dũng,5.4,2.4,8.6,,,,,,
Hải Phòng,00036502,Đường Anh Thư,5.0,4.2,7.4,,,,,,
Bắc Kạn,00036503,Lý Minh Hân,3.0,9.2,5.6,3.0,,,,,
Nam Định,00036504,Lữ Phước Tài,9.8,7.0,3.0,,,,,,
Lâm Đồng,00036505,Vũ Nguyên Phúc,6.8,7.2,9.0,,,,,,
Yên Bái,00036506,Hà Như Ý,9.6,4.4,2.8,,,,,,
Bình Thuận,00036507,Lư Ngọc Chi,8.4,2.6,9.4,,,,,,
Hưng Yên,00036508,Ninh Thúy Hà,9.4,6.0,8.4,,,,,,
Bình Phước,00036509,Huỳnh Phương Duy,6.4,6.2,9.0,,,,,,
Quảng Ninh,00036510,Phùng Anh Dũng,6.6,4.6,3.4,,,,,,
Thừa Thiên Huế,00036511,Cao Xuân Huy,2.4,6.0,3.8,,,,,,
Hải Dương,00036512,Lã Bảo Khánh,4.4,5.6,8.6,,,,,,
Hải Dương,00036513,Lê Xuân Thành,4.4,3.0,8.8,,,,,,
Vĩnh Long,00036514,Châu Hoàng Việt,3.6,7.0,3.8,,,,,,
Quảng Ngãi,00036515,Ngô Thiên Thảo,8.2,7.2,6.0,,,,,,
Khánh Hòa,00036516,Văn Phước Đạt,4.6,6.2,4.0,,,,,,
Ninh Bình,00036517,Hồng Hoàng Trọng,7.2,9.4,5.8,,,,,,
Quảng Ninh,00036518,Phương Bình Minh,8.2,9.8,5.4,,,,7.6,,
Cao Bằng,00036519,Khưu Anh Quân,7.8,4.4,5.4,,,,,,
Ninh Bình,00036520,Huỳnh Tuệ Anh,6.6,5.2,9.2,,,,,,
Quảng Bình,00036521,Thạch Tiến Minh,7.2,2.6,4.8,,,,,6.6,
Phú Yên,00036522,Đàm Tấn Khang,2.0,3.2,7.8,,,,,,9.6
Long An,00036523,Phùng Ngọc Duyên,2.2,4.6,6.2,,,,,,
Kon Tum,00036524,Khưu Quốc Hùng,6.4,6.2,4.6,,1.2,,,,
Quảng Nam,00036525,Hứa Lan Thanh,4.6,8.4,5.0,,,,,,
Hà Giang,00036526,Kiều Hoàng Việt,9.8,4.8,8.4,,,,,,
Quảng Ngãi,00036527,Cù Quỳnh Phương,3.8,4.0,3.2,,,,,,
Đắk Lắk,00036528,Văn Chí Nguyên,5.4,8.8,2.0,,,,,,
Lâm Đồng,00036529,Ninh Bảo Lam,6.2,4.8,9.6,,,,,,
Quảng Nam,00036530,Viên Nguyên Phong,9.0,9.6,6.0,,,,,,
Kiên Giang,00036531,Dư Cẩm Tú,8.6,2.8,2.4,,3.4,,,,
Thành phố Hồ Chí Minh,00036532,Phù Quốc Long,10.0,3.4,2.0,,,,,,
Quảng Ninh,00036533,Ngụy Ngọc Tuyết,8.8,4.2,7.6,,,,,,
Ninh Bình,00036534,Lưu Gia Minh,8.8,6.0,6.0,,,,,,
Hà Giang,00036535,Dư Phú Vinh,2.2,7.8,6.6,,,,,,
Bình Dương,00036536,Đặng Huy Khánh,3.4,10.0,6.4,,,,,,
Sóc Trăng,00036537,Thi Ái Vân,4.8,2.6,3.0,,,,,,
Quảng Nam,00036538,Trang Phú Lộc,2.8,4.2,6.6,,,,,,
Hải Dương,00036539,Trầm Ngọc Hân,6.4,7.6,2.2,,,,3.0,5.4,
Quảng Trị,00036540,Lữ Hồng Phúc,6.8,5.6,7.6,,,,,,
Thái Bình,00036541,Đào Văn Khang,8.4,6.2,9.2,,,,,,
Tuyên Quang,00036542,Tất Gia Tường,3.8,10.0,4.6,,,,,,
Hà Tĩnh,00036543,Tất Thùy Lâm,8.0,6.8,2.2,,,,,,
Đà Nẵng,00036544,Trần Cẩm Ly,9.8,8.4,8.4,,,,,,
Gia Lai,00036545,Thi Khả Tú,5.8,4.4,2.6,,,,6.8,,
Ninh Bình,00036546,Diệp Minh Triết,3.8,8.4,3.2,,,,,,
Lạng Sơn,00036547,Tiêu Đình Nam,2.2,4.6,9.2,,,,,,
Bến Tre,00036548,Liêu Hoài Thu,2.0,5.6,3.0,,,,,,
Tuyên Quang,00036549,Tăng Mỹ Nghi,5.8,4.2,4.0,,,,,,
Đắk Lắk,00036550,Biện Tấn Duy,4.6,9.6,6.4,,,,,,
Ninh Thuận,00036551,Ông Thành Lợi,8.4,5.2,6.0,,,,,,
Thái Bình,00036552,Bành Mỹ Trinh,3.0,4.4,6.6,,,,,,
Bà Rịa – Vũng Tàu,00036553,Diệp Hồng Phúc,6.2,4.0,7.8,,,,,,
Bình Phước,00036554,Chu Khánh Giang,2.0,6.6,9.2,,,,,,
Lào Cai,00036555,Viên Hồng Vy,2.4,6.2,6.4,8.6,,,,,
Bắc Kạn,00036556,La Ngọc Anh,3.6,6.6,2.8,,,,,,
Hải Dương,00036557,Lại Hoàng Quyên,8.6,8.8,2.8,,,,,,
Quảng Trị,00036558,Trương Quốc Toàn,2.2,3.0,9.2,,,,,,
Hưng Yên,00036559,Chu Văn Thuận,3.0,5.0,9.0,,,,,,
Bình Dương,00036560,Tào Bích Thảo,8.4,3.2,7.2,,,,,,
Đắk Lắk,00036561,Diệp Trường Sơn,8.0,7.0,3.6,,,,,,
Long An,00036562,Ngụy Phương Dung,9.8,9.2,9.0,,,,,,
Hậu Giang,00036563,Tăng Thục Anh,8.4,10.0,4.4,,,,,,
Gia Lai,00036564,Hà Thảo Như,9.4,6.2,5.4,,,,,,
Hải Dương,00036565,Từ Kim Nguyên,6.2,3.0,6.0,,,,,,
Thành phố Hồ Chí Minh,00036566,Nhâm Phúc An,8.6,6.2,2.6,,,,,,
Hòa Bình,00036567,Tào Thúy Kiều,8.8,9.8,9.8,,,,,,
Thái Nguyên,00036568,Dương Gia Vy,2.4,9.4,9.4,,,,,,
Điện Biên,00036569,Phan Vinh Quang,7.8,4.2,6.8,,,,,,
Nghệ An,00036570,Ninh Thanh Phúc,6.6,9.6,6.4,,0.2,,,,
Quảng Ngãi,00036571,Lâm Kim Uyên,8.0,9.0,8.2,,,,,,
Lạng Sơn,00036572,Lý Ái Linh,2.0,5.6,10.0,,,,,,
Quảng Ninh,00036573,Lương Xuân Quỳnh,8.8,9.2,8.2,,,,,,
Ninh Thuận,00036574,Lê Tấn An,8.8,5.4,9.8,,,,,,
Quảng Ninh,00036575,Trà Mỹ Phụng,9.4,2.8,3.6,,,,,,
Đồng Nai,00036576,Chu Minh Tú,4.8,2.0,2.8,,,,,,
Cần Thơ,00036577,Ôn Hoàng Hiếu,3.2,2.6,2.0,,,,,,
Bạc Liêu,00036578,Kiều Nam Khang,7.6,2.6,3.8,,,4.8,,,
Bắc Kạn,00036579,Biện Tấn Minh,2.8,8.8,6.0,,,,,,
Vĩnh Phúc,00036580,Biện Phúc Nguyên,4.0,8.8,6.2,,,,,,
Trà Vinh,00036581,Thân Minh Quang,9.0,10.0,6.4,,,,,,
Bình Thuận,00036582,Mạch Ngọc Thùy,5.0,10.0,3.4,,,,,,
Gia Lai,00036583,Lại Huỳnh Anh,5.6,4.0,7.6,,,,,,
Bạc Liêu,00036584,Triệu Anh Tú,6.8,7.6,4.8,,,,,,
Gia Lai,00036585,Chung Phương Lam,5.4,4.6,2.6,,,,,,
Hòa Bình,00036586,Trịnh Phước Thành,6.0,4.2,2.4,,,,,,
Lâm Đồng,00036587,Nhan Minh Quyên,7.8,4.2,7.0,,,,,,
Cà Mau,00036588,Lương Tuyết Lan,7.2,7.0,8.4,,,,,,
Khánh Hòa,00036589,Phan Phi Long,2.4,4.2,3.0,8.2,,,,,6.8
Bình Định,00036590,Trịnh Quốc Phú,5.8,2.4,2.2,,,,,,
Thừa Thiên Huế,00036591,Quách Mai Khanh,9.8,9.6,2.8,,3.8,7.8,,,
Hải Phòng,00036592,Lữ Hoàng Thiên,2.8,7.4,7.0,,,,,,
Ninh Thuận,00036593,Trần Quang Trí,6.8,7.2,9.4,,,,,,
Hòa Bình,00036594,Mai Mai Linh,10.0,3.6,8.8,,,,,,
Hà Giang,00036595,Tô Phú Cường,9.8,8.6,7.2,,,,,,
Bạc Liêu,00036596,Liêu Bảo An,8.6,6.2,4.8,,,,,,
Quảng Nam,00036597,Cù Ngọc Duyên,7.6,7.2,5.8,,,,,,
Gia Lai,00036598,Mạch Bích Ngọc,5.4,9.6,2.4,,,,,,
Quảng Trị,00036599,Tống Thiên Nga,2.4,7.8,9.8,,,,,,
Hải Dương,00036600,Trương Mộng Tuyền,7.2,7.0,3.6,,,,,,
Hưng Yên,00036601,Hồ Minh Nhi,2.4,3.0,2.8,,,,,,
Bình Dương,00036602,Huỳnh Duy Khôi,5.6,5.0,5.8,,,,,,
Quảng Trị,00036603,Lý Thành Huy,2.0,7.0,2.8,,,,,,
Bắc Kạn,00036604,Khưu Kim Loan,9.0,8.0,4.6,,,,,,
Sóc Trăng,00036605,Nhan Ánh Xuân,6.4,9.4,7.0,,,,,,
Thanh Hóa,00036606,Đào Ngọc Phúc,2.8,4.4,8.2,,,,4.6,,
Quảng Bình,00036607,Vũ Hữu Thọ,2.8,7.4,8.2,,,,,,
Quảng Ngãi,00036608,Ninh Phú Thịnh,5.0,6.6,2.0,,,,,,
Hà Nội,00036609,Cù Ngọc Diệp,9.2,4.4,7.6,,,,,1.8,
Bạc Liêu,00036610,Khổng Hải Anh,8.8,8.4,2.4,,,,,,
Điện Biên,00036611,La Phát Đạt,5.0,9.4,2.4,,,,,,
Bắc Kạn,00036612,Tôn Nữ Thu Huyền,5.6,3.0,2.4,,,,,,
Hậu Giang,00036613,Hà Quốc Trọng,5.0,3.0,2.4,5.4,,,,,
Hải Phòng,00036614,Ninh Tuấn Vinh,6.8,8.0,8.4,,,,,,
Cao Bằng,00036615,Tống Gia Hoàng,5.2,9.6,8.4,,,,,,
Thái Bình,00036616,Chu Minh Minh,2.8,9.8,5.0,,,,,,
Bình Dương,00036617,Đỗ Mỹ Vy,2.2,9.6,9.4,,,,,,
Bắc Ninh,00036618,Tạ Ngọc Thành,7.0,2.6,7.0,,,,,,
