Tinh,Sbd,HoTen,DToan,DVan,DNgoaiNgu,DLy,DHoa,DSinh,DSu,DDia,DGdcd
Thành phố Hồ Chí Minh,00046790,Trà Thành Tâm,7.8,5.8,4.2,,,,,,
Bình Phước,00046791,Trình Quốc Long,6.8,5.2,5.6,,,,,,
Thái Bình,00046792,Lữ Huy Bảo,6.4,6.4,7.6,,,,,,
Đắk Lắk,00046793,Lục Quang Trường,5.6,4.0,5.0,,,,,,
Lạng Sơn,00046794,Chung Kim Hoàn,3.0,5.2,5.2,,,,,,
Nam Định,00046795,Cao Hữu Lộc,2.8,3.0,8.8,,,,,,
Phú Yên,00046796,Võ Minh Quý,7.0,2.4,8.2,,,,,,
Phú Thọ,00046797,Quách Gia Lâm,9.8,8.8,3.8,,,,,,
Sóc Trăng,00046798,Liêu Kim Như,8.0,7.8,6.6,,,,,,
Tây Ninh,00046799,Tất Minh Thắng,4.6,6.2,5.4,,,,,,
Ninh Thuận,00046800,Lý Ánh Ngọc,6.6,2.0,7.0,,,,,,
Trà Vinh,00046801,Lương Văn Huy,7.4,7.6,7.6,,,,,,
Long An,00046802,Mạch Hạ My,8.8,4.8,2.2,,,,,,
Bắc Ninh,00046803,Lý Khánh Linh,2.4,8.2,4.8,,,,,,
Hà Giang,00046804,Phù Bảo Kim,4.2,9.8,8.6,,,,,,
Đà Nẵng,00046805,Lai Tuấn Hưng,10.0,8.6,4.6,,,,,,5.8
Hải Phòng,00046806,Đồng Gia Hân,3.2,6.4,9.2,,,,,,
Cần Thơ,00046807,Tạ Bích Như,8.8,2.8,10.0,,,,,7.6,
Quảng Trị,00046808,Tất Thiên Vân,5.6,7.8,5.2,,2.4,,,0.0,
Ninh Bình,00046809,La Quốc Dũng,6.8,5.8,4.0,3.8,,,,,
Kiên Giang,00046810,Nghiêm Thanh Phương,2.8,2.0,2.0,,,,,3.6,
Lai Châu,00046811,Trà Minh Quyên,6.8,6.2,5.4,,5.6,,,,6.2
Sóc Trăng,00046812,Doãn Hồng Châu,4.8,7.0,9.8,,,,,,
Thái Bình,00046813,Phạm Kiến Văn,2.2,6.4,3.6,9.0,,,,,
Cao Bằng,00046814,Đinh Phú Cường,3.6,7.4,3.6,,,,,3.6,
Sóc Trăng,00046815,Biện Khang Huy,3.8,5.4,2.0,,,,,,
Bình Định,00046816,Dương Hoàng Uyên,3.0,2.4,6.8,,,,,,
Thanh Hóa,00046817,Nguyễn Hồng Minh,8.4,6.6,6.4,,,,,,7.0
Phú Yên,00046818,Đặng Hoàng Anh,4.2,5.2,3.0,,,,,3.6,
Hậu Giang,00046819,Kim Khả Tú,6.6,9.4,10.0,,,,,,
Bắc Kạn,00046820,Hồng Tú Nhi,3.0,9.0,3.8,,,,,,
Hà Nội,00046821,Thân Mỹ Ngân,6.4,7.4,9.0,,,,,,
Quảng Nam,00046822,Trang Hà Anh,9.4,6.2,7.2,,1.4,,,,
Thừa Thiên Huế,00046823,Đường Thúy Vân,8.4,2.2,6.6,,,,,,8.0
Bắc Ninh,00046824,Thi Chấn Khang,7.4,10.0,3.4,,,,,,
Ninh Thuận,00046825,Cù Gia Vinh,2.0,8.8,9.2,0.6,,,,,
Ninh Bình,00046826,Thân Minh An,2.4,8.4,8.4,,,,,,
Tuyên Quang,00046827,Ninh Ngọc Vân,6.6,6.2,8.0,,,,,,
Kiên Giang,00046828,Đậu Tuệ Nghi,5.0,10.0,9.6,,,,,9.6,
Vĩnh Long,00046829,Liêu Thanh Phước,4.4,9.8,6.4,,,,,,
Thái Bình,00046830,Quách Ngọc Huy,8.0,2.0,8.6,,,9.0,,,
Tây Ninh,00046831,Giang Duy Tân,7.0,9.2,7.2,,,,,,
Kon Tum,00046832,Hà Yến My,3.6,2.6,3.0,,,,,,
Hậu Giang,00046833,Hồng Quang Đạt,4.2,5.6,3.8,,,,,,
Thanh Hóa,00046834,Lý Đại Nam,8.6,9.8,9.8,,,,,,
Bình Thuận,00046835,Văn Phú Hưng,2.2,5.2,9.2,,,,,,
Nam Định,00046836,Tất Thế Hiển,6.4,5.0,6.6,,,,,,
Điện Biên,00046837,Phùng Đức Quang,5.4,8.8,3.0,,,,,,
Bình Định,00046838,Bạch Văn Cường,7.2,8.6,3.0,,7.8,,,,2.8
Cà Mau,00046839,Thi Xuân Hoàng,4.8,4.6,4.8,,,,,,
An Giang,00046840,Quan Văn Hoàng,4.4,2.2,7.2,,,,,,
Hải Phòng,00046841,Mạc Quang Thái,8.0,5.2,6.6,,,,,,8.8
Hậu Giang,00046842,Nhâm Khởi My,6.6,6.8,2.6,,,,,,
Thái Nguyên,00046843,Tạ Thục Uyên,2.2,2.2,4.4,,,,,5.0,
Sóc Trăng,00046844,Thi Thị Ngọc,9.8,7.2,9.0,,,,,,
Bắc Kạn,00046845,Đoàn Như Bình,7.8,6.0,7.0,,0.6,,,4.8,
Thanh Hóa,00046846,Bạch Hoàng Sang,2.8,9.4,3.0,,,,,,
Phú Yên,00046847,Đặng Ngọc Lam,6.8,4.6,9.8,,,,,,
Hải Phòng,00046848,Liêu Hoàng Phong,2.6,3.0,2.6,,,,,,
Bến Tre,00046849,Đỗ Tuyết Lan,4.4,6.0,3.2,,,,,,
Bắc Ninh,00046850,Từ Văn Cường,5.2,7.0,5.2,,4.2,,,,
Long An,00046851,Tôn Quỳnh Thy,6.4,2.8,4.2,,,,,,7.4
Bình Dương,00046852,Hứa Lê Khanh,9.6,9.4,8.4,,,,,,
Hưng Yên,00046853,Tô Minh Hòa,2.0,6.4,7.2,,,,,,
Hòa Bình,00046854,Lại Lê Hoàng,4.0,2.6,8.6,,,0.6,,,
Lai Châu,00046855,Phan Minh Hậu,2.4,3.8,4.8,,,,,,
Bà Rịa – Vũng Tàu,00046856,Tôn Thất Tấn Thịnh,5.0,9.8,2.4,,,,,,
Sơn La,00046857,Tất Mỹ Trang,4.0,4.6,5.0,,,,,5.0,
Tây Ninh,00046858,Dư Minh Như,4.0,7.0,2.2,,,,,,
Thừa Thiên Huế,00046859,Trịnh Uyên Nhi,3.4,9.2,3.8,,,,,,
Bắc Kạn,00046860,Lai Phong Phú,7.0,6.4,8.4,,,,5.8,,
Thái Nguyên,00046861,Thái Tuấn Duy,7.8,2.8,3.2,,,,1.8,,
Tây Ninh,00046862,Cao Hoàng Nhi,6.4,3.0,3.2,,,,,,
Thanh Hóa,00046863,Tôn Nữ Gia Thiện,3.0,2.8,2.4,0.6,,,,,
Tây Ninh,00046864,Kiều Gia Hy,7.0,7.8,5.0,,,7.4,,,
Phú Yên,00046865,Mạch Thế Phong,6.0,6.2,4.2,,,,,,
Khánh Hòa,00046866,Tiêu Tấn Thành,6.6,8.6,5.8,,,,3.0,,
Tiền Giang,00046867,Trương Quỳnh Vy,8.8,2.2,2.2,,,,,,
Ninh Thuận,00046868,Chung Minh Dũng,9.8,9.8,8.0,,,,,,
Gia Lai,00046869,Đoàn Gia Hoàng,3.0,10.0,2.8,,,2.0,,,
Lai Châu,00046870,Đường Kim Huyền,6.4,7.6,9.0,,,,,,
Ninh Thuận,00046871,Tô Xuân Trang,4.0,8.4,7.0,,,,,,
Hải Phòng,00046872,Kiều Bảo Tín,4.6,7.2,7.2,,,,,2.0,
Lạng Sơn,00046873,Tôn Nguyên Chương,8.4,8.4,3.0,,,,,,
Lâm Đồng,00046874,Dư Nhã Quỳnh,8.4,9.8,9.8,,,,,,
Đắk Nông,00046875,Hồ Văn Hưng,7.6,3.4,4.4,,,,5.4,,
Sơn La,00046876,Viên Kim Nga,5.0,7.8,9.0,,,,,,
Hà Nội,00046877,Tào Kỳ Anh,3.4,7.6,4.8,,5.0,,,,
Quảng Bình,00046878,Ngụy Bảo Kim,5.8,4.6,2.4,,,,,,
Vĩnh Phúc,00046879,Nghiêm Phương Vy,5.4,2.2,4.2,0.6,,,,,
Phú Thọ,00046880,Tào Trung Đức,10.0,7.8,8.4,,,,,,
Quảng Ninh,00046881,Ôn Thanh Tài,4.8,6.2,2.6,,,,,,
Bạc Liêu,00046882,Trịnh Nhật Long,4.6,2.2,2.8,,,,,,
Tuyên Quang,00046883,Đàm Thiên Vân,2.8,3.2,7.8,,,,,,
Hà Tĩnh,00046884,Đinh Hoàng Kha,2.4,8.0,5.8,,,,,,
Hưng Yên,00046885,Mã Tuyết Sương,7.8,2.0,5.0,,,9.8,,,
Hòa Bình,00046886,Thạch Khả Di,9.0,3.4,9.2,,,,,,
Gia Lai,00046887,Nhâm Yến Ngọc,8.6,9.6,9.2,,,,,,
Phú Thọ,00046888,Vũ Hồng Phát,8.4,5.4,9.4,,,,,,2.2
Đắk Lắk,00046889,Tôn Thất Kim Phúc,8.2,5.4,3.6,,,,,,
Bắc Kạn,00046890,Ông Việt Hà,7.0,8.8,4.6,,,,,,
Thừa Thiên Huế,00046891,Lục Thanh Nhân,5.4,4.2,8.4,,,,5.6,,
Lạng Sơn,00046892,Trần Bảo Tiên,2.0,6.2,2.8,,,,8.0,,
Đắk Lắk,00046893,Đỗ Đan Thanh,4.0,4.8,7.8,,,,,,
Điện Biên,00046894,Trình Thanh Trung,10.0,9.0,6.6,,,,,,
Vĩnh Phúc,00046895,Từ Trung Tín,8.6,8.8,8.4,,,,,,
Bình Dương,00046896,Thân Văn Hoàng,2.4,8.6,9.8,,,,,,
Cà Mau,00046897,Tiêu Phương Nghi,5.0,8.8,7.4,,,,,,
Bến Tre,00046898,Ninh Cẩm Nhung,5.2,8.2,3.4,1.8,,,,4.0,
Đà Nẵng,00046899,Hoàng Bảo Hoàng,9.4,2.8,5.2,,,,,,
Nam Định,00046900,Lục Hải Lâm,4.8,8.2,9.8,,,7.2,,,
Hậu Giang,00046901,Khổng Mạnh Dũng,8.4,2.2,6.2,,,,,,
Trà Vinh,00046902,Tạ Hoàng Bách,5.2,7.6,2.2,,,,,,
Thái Nguyên,00046903,Hồ Thanh Hải,4.2,3.8,3.4,,,,,,
Đà Nẵng,00046904,Đồng Ngọc Hiếu,3.6,4.6,4.2,,,,,,
Quảng Nam,00046905,Võ Tiến Phúc,9.8,5.2,10.0,,,,,,
Hà Nam,00046906,Hàng Đình Trí,9.8,8.8,7.2,0.8,,,,,
Điện Biên,00046907,Đàm Kim Tiền,9.6,8.4,7.2,,,,,,
Quảng Nam,00046908,Dương Hoài Phương,6.4,2.2,6.8,,,,,3.8,
Cần Thơ,00046909,Hàng Minh Khải,4.8,9.8,3.2,,,,,,
Ninh Thuận,00046910,Phạm Thiên Nhi,9.2,2.0,8.4,,,,,,
Bạc Liêu,00046911,Biện Phú Lộc,5.0,3.0,7.8,,,,,,
Tuyên Quang,00046912,Ninh Tường An,5.0,5.0,5.0,,,,,,
Bình Thuận,00046913,Tôn Nữ Khánh Tiên,5.6,8.2,4.0,,7.6,,,,
Cà Mau,00046914,Tô Thị Ngọc,5.0,5.4,9.8,,,,,,
Bình Phước,00046915,Tào Trí Thành,5.8,5.6,10.0,,,,,,2.2
Hà Nội,00046916,Đặng Đình Đình,6.4,7.8,7.2,,,,,,
Hòa Bình,00046917,Lý Thiên Ân,5.2,3.0,4.2,,0.2,,,,
Long An,00046918,Lê Hà Thanh,7.6,9.4,2.6,,,,,,
Bình Dương,00046919,Lê Minh Tiến,9.0,9.0,2.8,,,,,,
Thanh Hóa,00046920,Tôn Phương Trâm,5.2,5.0,10.0,0.4,,,,,
Đắk Lắk,00046921,Ông Bích Vân,9.0,8.2,9.6,,,,,,
Bình Định,00046922,Sơn Trung Dũng,2.0,5.8,7.8,,,,10.0,,
Quảng Bình,00046923,Lữ Chấn Phong,5.6,6.2,2.4,,,1.6,,,
Cà Mau,00046924,Nghiêm Mỹ Hạnh,8.4,6.6,3.0,,,,,,
Cà Mau,00046925,Phù Ngọc Diệu,8.0,8.8,6.0,,,,,,
Quảng Trị,00046926,Mạc Phương Linh,3.4,8.0,6.4,,,,,,
Quảng Ninh,00046927,Liêu Trường Khang,9.4,4.0,8.4,,,,,,8.0
Ninh Bình,00046928,Vòng Chí Vĩ,8.0,5.0,9.4,,,,2.6,,
Thanh Hóa,00046929,Lê Văn Bảo,8.0,6.8,8.2,,,,,1.8,6.2
Đắk Nông,00046930,Huỳnh Bảo An,6.0,6.6,3.2,,,,7.6,,
Bến Tre,00046931,Nghiêm Thiên Thiên,9.4,2.4,5.4,,,,0.0,,
Quảng Ninh,00046932,Hứa Phước Sang,9.4,3.2,3.4,,,,,,
Thanh Hóa,00046933,Trịnh Duy Khoa,9.4,7.2,7.8,,,,,,
Thái Nguyên,00046934,Hà Quỳnh Giao,7.6,7.8,4.6,,,,,,0.6
Gia Lai,00046935,Lưu Bảo Ngân,4.4,2.4,9.8,,,,,,
Sóc Trăng,00046936,Phương Thế Bảo,7.2,2.4,8.2,,,,,,
Hòa Bình,00046937,Ngô Tuấn Huy,8.6,6.4,4.6,,,,,,
Hải Phòng,00046938,Diệp Duy Khánh,6.2,8.8,7.0,1.6,,,,,
Đắk Lắk,00046939,Trầm Ngọc Ý,5.6,4.8,5.8,,5.8,,5.6,,
Bình Dương,00046940,Nhâm Phúc An,5.8,9.2,4.8,,,,,,
Tuyên Quang,00046941,Thân Hoàng Hưng,3.8,9.8,7.8,,,2.6,,,
Hòa Bình,00046942,Văn Gia Hiếu,7.4,4.8,3.8,,,,3.4,,
Đắk Lắk,00046943,Nghiêm Thanh Tâm,8.4,9.0,4.0,,,,,,
Quảng Nam,00046944,Trang Anh Quốc,8.6,6.0,9.2,,,,,2.0,
Khánh Hòa,00046945,Võ Yến Trân,8.0,9.0,9.6,,,,,,
Hưng Yên,00046946,Quan Phương Thảo,6.0,9.2,4.6,,,,,,
Quảng Ngãi,00046947,Đinh Ngọc Linh,6.8,3.0,4.6,,,,,,
Thành phố Hồ Chí Minh,00046948,Tôn Thất Lê Khang,8.0,2.2,7.8,,,,,,
Ninh Thuận,00046949,Lai Chí Hiếu,8.4,7.4,6.0,,,,,,
Hải Phòng,00046950,Vũ Thành Khang,7.8,5.4,9.6,,,,,,
Hà Tĩnh,00046951,Hàng Hoàng Anh,2.4,7.8,3.2,,,,,,
Thành phố Hồ Chí Minh,00046952,Vũ Trường An,3.6,3.2,4.6,,,,,,
Đồng Tháp,00046953,Tiêu Hoàng Khang,6.6,3.6,7.0,,,,,,
Hà Tĩnh,00046954,Châu Tuấn Vũ,9.6,6.8,8.6,,0.2,,,,
Bình Thuận,00046955,Đường Mỹ Kim,2.6,3.6,9.2,,,,,,
Lào Cai,00046956,Huỳnh Thành Huy,2.4,7.0,4.0,,,,,,
Long An,00046957,Ninh Thanh Hiếu,3.8,4.8,7.0,,,,,,
Quảng Trị,00046958,Âu Mỹ Châu,3.8,9.0,3.0,,,,,,
Kon Tum,00046959,Hàng Bình An,10.0,9.0,9.6,,,,,,
Quảng Trị,00046960,Hứa Nguyên Bảo,2.0,7.4,9.4,,,,,,
Bà Rịa – Vũng Tàu,00046961,Tất Uyên Phương,4.6,9.6,3.8,,,,,0.0,
Hà Nội,00046962,Tôn Nữ Công Hiếu,2.6,6.4,2.2,,,,,,
Quảng Bình,00046963,Cù Trọng Hoàng,3.4,6.0,8.2,,,,5.0,,
Hậu Giang,00046964,Huỳnh Hoàng An,2.4,9.6,3.2,,,,,,
Bình Thuận,00046965,Mạc Diễm Hương,8.6,4.4,5.8,,,,,,
Cà Mau,00046966,Tào Xuân Quỳnh,6.2,2.4,5.2,,,,,,
Long An,00046967,Nhan Gia Nhi,2.8,9.4,3.8,,,,,,
Đồng Tháp,00046968,Hoàng Văn Phú,8.6,5.8,9.2,,,,,,
Đà Nẵng,00046969,Phạm Trường Thịnh,9.6,7.0,8.6,1.2,,3.4,,,
Bắc Giang,00046970,Vũ Minh Tiến,6.0,6.8,2.0,,,,,,
Quảng Ninh,00046971,Bùi Ngọc Minh,5.8,6.4,7.4,,,,,,
Gia Lai,00046972,Hồng Mỹ Vân,9.0,2.8,4.2,,,,,,
Long An,00046973,Lư Cẩm Tiên,9.2,5.4,7.2,,,,,,
Vĩnh Long,00046974,Triệu Ngọc Tiên,9.0,7.4,9.6,,,,,,
Hòa Bình,00046975,Phạm Đăng Quang,10.0,8.2,7.8,,,,,,
Ninh Bình,00046976,Lương Yến Phương,9.2,2.2,3.4,,,,8.0,,
Kiên Giang,00046977,Tiêu Hồng Châu,2.6,5.8,4.0,,,,1.6,,
Bắc Ninh,00046978,Tiêu Bảo Như,4.8,2.4,3.4,,,2.6,,,
Hòa Bình,00046979,Phạm Kim Vy,9.6,4.0,3.2,,,,,,
Bến Tre,00046980,Cao Huỳnh Nhi,3.0,2.6,2.8,,,,,,7.4
Bình Thuận,00046981,Châu Duy Phát,5.4,10.0,7.8,6.4,,,5.2,,
Quảng Ninh,00046982,Khưu Lê Vy,8.6,5.0,7.8,,,,,1.8,
Kon Tum,00046983,Lý Thảo Vi,2.0,4.0,9.0,,,,,,
Bình Dương,00046984,Ngô Thúy Hiền,5.8,6.0,8.2,,,,,,
Kon Tum,00046985,Quách Tuấn Kha,4.8,9.2,7.2,,,,,,
Hưng Yên,00046986,Trà Đình Nam,2.6,8.0,6.6,,,,,,
Hà Tĩnh,00046987,Phương Trung Thành,4.0,8.2,2.4,,,,,,
Yên Bái,00046988,Đường An Phú,4.4,8.6,5.6,,,,,,
Yên Bái,00046989,Phùng Diễm Hằng,9.4,8.8,2.8,,,,,,
Lâm Đồng,00046990,Nhan Nguyên Khang,10.0,5.6,9.2,,,9.0,,,
Vĩnh Phúc,00046991,Tăng Huyền Diệu,5.2,4.6,8.2,,,,,,
Nam Định,00046992,Tăng Phương Khanh,4.0,9.2,6.8,7.8,,,,,
Quảng Ngãi,00046993,Phương Tuyết Nga,4.6,3.2,4.8,,2.8,0.6,,,
Bắc Giang,00046994,Phù Phương Quỳnh,8.4,3.4,2.0,,,,7.4,,
Phú Yên,00046995,Trà Trọng Đức,5.0,3.8,5.2,,,,,,
Long An,00046996,Vương Anh Tiến,7.6,5.2,7.4,,,,,,
Tiền Giang,00046997,Trần Văn An,9.4,8.6,7.6,,,7.6,,3.0,
Thành phố Hồ Chí Minh,00046998,Đào Anh Minh,4.2,5.0,3.4,,,0.4,,,
Thừa Thiên Huế,00046999,Tất Anh Bảo,7.0,3.0,4.6,,,,,,
Lạng Sơn,00047000,Hồng Minh Phú,5.8,3.0,4.6,,,,,,
Hải Phòng,00047001,Triệu Bảo Thư,2.4,8.6,7.2,,,,,7.8,2.8
Lào Cai,00047002,Quan Thanh Uyên,9.2,5.2,3.6,,,,,,
Ninh Bình,00047003,Lai Bảo Khanh,6.6,5.6,9.6,,,,,,
Sơn La,00047004,Lương Tuấn Duy,2.4,8.0,9.8,,,9.2,,,
Hậu Giang,00047005,Tạ Hoài Thu,5.8,9.4,3.8,,,2.8,5.8,,
Thành phố Hồ Chí Minh,00047006,La Hương Trà,8.4,4.2,4.8,,,,,3.4,
Điện Biên,00047007,Kiều Hồng Loan,6.8,5.0,8.8,,,,,,
Cà Mau,00047008,Khưu Hải My,2.2,5.8,2.6,,,,,,
Ninh Bình,00047009,Trần Hồng Thy,4.4,9.8,7.2,,,,,,
Nam Định,00047010,Lưu Quang Hiếu,4.4,6.0,4.8,,,,,,
Khánh Hòa,00047011,Tôn Thất Bảo Quỳnh,8.0,2.6,8.0,,9.0,,,,
Quảng Nam,00047012,Châu Nhật Minh,4.2,3.2,3.8,,,2.6,,,
Nam Định,00047013,Diệp Trí Dũng,3.6,9.0,3.8,,,3.4,,,
Tây Ninh,00047014,Lã Ngọc Thu,5.2,8.2,7.6,,3.4,4.0,,,
Đắk Nông,00047015,Nhâm Đức Hải,3.2,5.0,7.6,,,,,,
Lâm Đồng,00047016,Tôn Thất Thu Phương,4.2,3.2,9.8,1.8,,,,,
Lạng Sơn,00047017,Đậu Kim Ánh,6.6,9.0,2.2,,,,4.0,,
Vĩnh Phúc,00047018,Diệp Nhật Nam,3.0,3.6,10.0,,,,,,
Ninh Bình,00047019,La Kim Khánh,2.2,6.2,7.4,,,,,,
Đắk Nông,00047020,Thạch Xuân Hiếu,4.2,5.8,7.6,,,,,,
Tiền Giang,00047021,Đặng Kim Phương,8.0,8.2,5.0,,,,,2.4,
Nghệ An,00047022,Tăng Hồng Vy,8.4,2.0,2.6,,0.4,,,,
Thái Bình,00047023,Phù Mỹ Nhung,6.0,9.0,4.2,,,,,,
Bình Thuận,00047024,Từ Kim Hằng,8.8,3.0,10.0,,,,,,
Sơn La,00047025,Văn Bảo Ân,8.2,7.0,6.4,,,,,,
Thành phố Hồ Chí Minh,00047026,Tăng Quốc Anh,4.2,6.8,2.2,,,,,,6.8
Đồng Tháp,00047027,Bùi Thanh Thảo,4.4,9.6,9.4,,,,9.2,,
Quảng Ngãi,00047028,Quan Phương Thùy,4.6,5.2,2.8,,,,,,
Đắk Nông,00047029,Tiêu Thanh Hưng,6.2,8.6,9.4,,,,,,
Vĩnh Phúc,00047030,Trương Quỳnh Hoa,2.0,6.4,4.4,,,,,,
Lâm Đồng,00047031,Hồng Đình Bảo,2.8,5.4,5.8,,,,,,
Lai Châu,00047032,Khổng Hương Thảo,9.6,2.8,8.8,,6.6,,2.2,3.8,
Sơn La,00047033,Hứa Tuyết Linh,8.2,9.0,4.8,,,5.8,,,
Thừa Thiên Huế,00047034,Mạch Nam Khang,2.8,6.4,5.8,,,,,,
Đà Nẵng,00047035,Chế Thiên Phú,7.2,4.8,2.6,,,,,,
Cao Bằng,00047036,Diệp Ánh Tuyết,6.8,6.2,4.4,,,,,,
Thái Bình,00047037,Sơn Kiều Trâm,7.0,2.2,2.2,,,2.6,,,
Bình Định,00047038,Lưu Phương Nhung,5.4,2.2,2.4,,,,,,
Trà Vinh,00047039,Lữ Thiện Nhân,8.2,5.2,2.0,,0.6,,,,
Bình Thuận,00047040,Đường Quang Phú,9.2,9.6,4.6,,,,,,
Cần Thơ,00047041,Vương Thanh Loan,5.6,7.8,2.2,6.6,,,,0.0,
An Giang,00047042,Lưu Tiến Dũng,7.2,8.4,2.4,,,,,,
Ninh Thuận,00047043,Lâm Minh Trâm,2.4,5.0,8.0,,,,,9.6,
Lào Cai,00047044,Giang Trung Dũng,6.8,2.4,6.8,,1.8,,,,
Đắk Nông,00047045,Thiều Bảo Yến,9.4,2.8,10.0,,,,5.8,,
Lâm Đồng,00047046,Tôn Thất Quỳnh Mai,4.2,9.2,9.4,,,,,,
Bình Định,00047047,Âu Hoàng Khang,4.4,2.4,6.0,,,,,,1.2
Đắk Nông,00047048,Hà Thu Trâm,5.0,5.0,7.6,,6.6,,,,
Đồng Nai,00047049,Kim Thanh Phát,9.8,9.8,4.2,,,,,,
Bạc Liêu,00047050,Hàng Minh Khánh,10.0,6.6,3.4,5.6,1.4,,,,
Bình Dương,00047051,Hứa Gia Tiến,8.0,5.8,3.8,,,,,,
Vĩnh Long,00047052,Lại Kiến Hào,4.4,2.8,6.4,,,,,7.6,
Long An,00047053,Mai Phương Quyên,9.4,9.6,3.0,,,,,,
Phú Thọ,00047054,Khưu Hồng Thái,7.4,8.4,9.6,,,7.4,,4.6,
Vĩnh Long,00047055,Đoàn Kiều Trinh,2.8,5.2,6.2,,,,,,
Bình Phước,00047056,Trịnh Gia Linh,4.4,3.6,3.0,5.2,,,,,
Lào Cai,00047057,Giang Quốc Đại,6.8,9.8,3.4,,,,7.0,,
Khánh Hòa,00047058,Triệu Phi Long,2.8,6.6,4.2,,,,9.2,,
Quảng Ngãi,00047059,Bạch Mỹ Nhi,7.6,2.0,5.8,,,,,,
Cao Bằng,00047060,Danh Nhân Kiệt,9.6,4.4,4.4,,,,,,
Lạng Sơn,00047061,Trang Thế Khang,4.4,5.0,9.6,,,,,,
Ninh Thuận,00047062,Vòng Gia Hào,5.2,9.6,8.4,,,,7.4,,
Đắk Nông,00047063,Ninh Ngọc Thu,5.0,9.2,9.6,,,,,,0.2
Bạc Liêu,00047064,Mạc Phước Đạt,4.4,9.6,9.2,,,,,,
Hưng Yên,00047065,Lư Linh Giang,8.4,9.6,7.6,,,,,,
Cần Thơ,00047066,La Tùng Dương,4.2,9.2,7.4,,,,,5.0,
Thừa Thiên Huế,00047067,Lại Thảo Nhi,7.0,9.8,9.2,6.4,,,,,
Cao Bằng,00047068,Hồng Nhật Quỳnh,2.8,7.2,9.2,,,,,,
Điện Biên,00047069,Tào Ngọc Thi,7.8,3.6,2.4,,,8.4,,,
Phú Yên,00047070,Nhâm Bội San,3.8,6.8,10.0,,,,4.2,,
Hà Nội,00047071,Đinh Thu Uyên,6.6,7.2,8.6,,,,,,
Quảng Trị,00047072,Ngô Thành Công,7.2,6.0,4.6,,,,,,
Quảng Bình,00047073,Viên Duy Tường,5.6,6.0,7.0,4.2,,,,,
Phú Thọ,00047074,Nhan Hữu Vinh,9.2,3.4,5.6,,,,,5.2,
Lạng Sơn,00047075,Lư Minh Sang,8.6,3.8,6.4,,,,,,
Đồng Tháp,00047076,Tôn Nữ Bảo Ngọc,4.4,3.2,8.4,,,,,,
Quảng Trị,00047077,Giang Hoàng Phương,3.0,9.6,9.2,,,,,,
Sóc Trăng,00047078,Đặng Đức Hòa,3.6,9.6,2.4,,,,6.6,,
Bình Dương,00047079,Nhâm Thanh Loan,9.2,9.8,7.4,,,,,,
Quảng Nam,00047080,Lã Văn Quang,4.6,4.0,6.4,,,,,,
Hà Nội,00047081,Viên Tuyết Nga,9.2,9.0,8.2,,,,,,
Hà Nội,00047082,Dương Minh Lâm,5.4,2.6,6.0,,,,,,
Hà Nội,00047083,Hứa Thu Minh,5.8,4.0,8.8,,1.0,,,,
Đồng Tháp,00047084,Trà Thanh Thy,4.2,7.0,9.0,,,,,,
Tây Ninh,00047085,Trịnh Thành Lâm,6.4,8.6,2.4,,2.2,,,,
Hà Nội,00047086,Ông Phương Hà,5.2,3.6,3.2,,,,,,
Hậu Giang,00047087,Đinh Trí Toàn,2.6,6.8,8.2,,,,,,
Tuyên Quang,00047088,Vòng Trọng Đức,8.0,8.6,4.2,,,,,,
Thanh Hóa,00047089,Phù Hải Băng,9.4,4.8,2.8,,,8.8,,,
Thái Nguyên,00047090,Tống Minh Đăng,7.0,3.6,6.0,,,,,,
Hà Giang,00047091,Đoàn Bảo Kỳ,9.2,7.4,9.6,,,,,,
Hà Tĩnh,00047092,Triệu Yến Vi,9.4,2.8,8.8,2.6,,3.4,,,
Kon Tum,00047093,Châu Thị Hiền,10.0,9.4,9.6,3.0,,,,,
Vĩnh Long,00047094,Viên Tấn Sang,2.2,9.2,7.0,8.0,,,,,
Sóc Trăng,00047095,Ngụy Thúy Anh,7.2,8.6,2.6,,,,,,
Nam Định,00047096,Thiều Phương Nguyên,3.8,7.4,6.0,,,,,,8.6
Vĩnh Phúc,00047097,Võ Khánh Hoàng,9.0,9.0,7.2,,,,,,
Hậu Giang,00047098,Mạch Khánh Hân,6.8,5.0,8.6,,,,,,
Bạc Liêu,00047099,Triệu Hồng Thảo,7.0,6.6,4.8,,,,,,
Đắk Lắk,00047100,La Thiên Đức,9.8,2.2,9.8,,,,,,
Quảng Ngãi,00047101,Tăng Minh Nghi,4.2,6.4,9.8,8.4,,,,,
An Giang,00047102,Thân Hồng Vân,7.0,2.8,9.6,10.0,2.2,,,,
Vĩnh Long,00047103,Đường An Phú,4.6,2.8,7.2,,,,,,
Kiên Giang,00047104,Quách Văn Hoàng,8.2,4.8,2.8,,7.6,,,,
Sóc Trăng,00047105,Đoàn Minh Hùng,7.6,5.0,8.2,,,,,,
Kiên Giang,00047106,Ngụy Tuấn Hưng,4.6,7.0,6.4,,,,,,
Bình Dương,00047107,Kim Thanh Huyền,8.0,9.0,8.0,,,,,,
Đắk Lắk,00047108,Phan Ngọc Khánh,7.2,6.6,7.4,,,,,,
Quảng Ninh,00047109,Tôn Thất Thiên Ân,3.4,9.0,5.0,,,,,,
